index,value,time_ns,operations
1402,86086,800,48
1403,72620,800,49
1404,54391,700,42
1405,30070,800,48
1406,7737,700,42
1407,74643,700,42
1408,20749,700,46
1409,33049,600,46
1410,50549,700,44
1411,60024,900,49
1412,54031,700,48
1413,96640,700,42
1414,23466,700,42
1415,99484,700,42
1416,3581,800,52
1417,58868,800,49
1418,81216,800,45
1419,47946,800,45
1420,38030,900,48
1421,35747,600,42
1422,70455,800,48
1423,16085,800,48
1424,86460,800,42
1425,81513,700,42
1426,24488,800,49
1427,36205,800,44
1428,38745,900,48
1429,81626,700,42
1430,76651,900,46
1431,40221,700,46
1432,13216,800,52
1433,94255,900,48
1434,60338,700,42
1435,35972,800,48
1436,73479,800,49
1437,76267,700,46
1438,28050,700,42
1439,44077,600,38
1440,72592,700,42
1441,47177,700,42
1442,34,800,52
1443,82670,700,44
1444,51070,700,42
1445,68740,800,53
1446,72925,700,44
1447,21210,2300,46
1448,77476,900,46
1449,7810,700,46
1450,64609,700,46
1451,42243,800,52
1452,30009,700,46
1453,18430,800,46
1454,92057,800,48
1455,42031,900,49
1456,78824,700,42
1457,99313,800,44
1458,99256,700,42
1459,65814,700,42
1460,7620,700,46
1461,76284,800,52
1462,39868,600,46
1463,23318,900,49
1464,40089,600,46
1465,14548,700,46
1466,56690,800,49
1467,77842,800,45
1468,42461,700,46
1469,59978,600,42
1470,70552,600,42
1471,21357,800,48
1472,26822,600,38
1473,47798,900,48
1474,61469,800,44
1475,9215,1000,53
1476,45109,600,38
1477,76127,700,42
1478,96197,700,42
1479,2067,1000,52
1480,96240,700,49
1481,24298,800,48
1482,97737,800,48
1483,67069,800,53
1484,76333,700,52
1485,98557,1100,42
1486,89499,600,44
1487,65210,500,42
1488,67177,600,46
1489,84751,700,49
1490,15847,700,48
1491,94021,600,49
1492,46201,600,42
1493,59214,600,48
1494,31668,61200,38
1495,66803,1600,46
1496,33304,1300,48
1497,69132,1100,52
1498,70378,800,46
1499,21517,800,46
1500,56256,700,42
1501,49382,800,38
1502,88590,1000,48
1503,96232,12200,52
1504,92052,1500,52
1505,44626,1100,42
1506,73097,1100,49
1507,88482,1000,48
1508,23065,800,42
1509,39589,700,42
1510,26919,4500,44
1511,58,20800,50
1512,36740,1200,44
1513,96127,900,46
1514,80762,800,38
1515,73004,1000,49
1516,85902,1000,52
1517,94356,900,42
1518,62207,800,38
1519,34921,800,46
1520,95493,900,46
1521,32471,700,42
1522,70168,800,46
1523,98383,700,42
1524,56700,600,42
1525,50085,500,34
1526,26873,800,42
1527,64778,800,42
1528,25987,700,42
1529,31083,1000,49
1530,36126,1000,45
1531,3558,1000,52
1532,84049,700,50
1533,40852,800,49
1534,56217,900,49
1535,38992,4600,48
1536,7549,800,48
1537,27123,800,44
1538,32586,800,46
1539,84680,800,50
1540,32108,800,46
1541,44874,800,42
1542,55398,1000,53
1543,99781,800,42
1544,29125,800,52
1545,85909,800,46
1546,89146,600,46
1547,6725,800,46
1548,72065,1000,49
1549,4054,800,50
1550,96585,900,52
1551,34063,600,42
1552,24350,900,49
1553,56542,700,38
1554,66673,700,48
1555,92584,900,46
1556,92850,800,42
1557,71156,800,48
1558,90188,800,46
1559,36333,700,44
1560,35676,800,42
1561,24421,900,49
1562,67218,700,48
1563,58355,700,38
1564,55478,900,53
1565,45448,800,42
1566,89756,800,46
1567,94905,800,50
1568,92646,700,46
1569,17132,900,46
1570,49731,700,42
1571,49415,600,48
1572,78645,800,42
1573,16065,700,42
1574,31143,800,42
1575,81798,700,46
1576,78103,900,49
1577,64608,900,49
1578,88940,700,46
1579,40251,900,53
1580,20744,800,52
1581,57784,600,38
1582,10718,800,48
1583,20609,800,46
1584,69432,600,38
1585,85526,700,46
1586,39541,800,46
1587,80834,800,44
1588,60445,500,34
1589,32880,800,53
1590,41299,700,42
1591,46962,800,46
1592,55944,700,42
1593,46894,1000,53
1594,95051,800,46
1595,34760,800,46
1596,42386,900,53
1597,34453,700,46
1598,5820,700,50
1599,99065,800,46
1600,22356,900,49
1601,98129,800,52
1602,35098,800,49
1603,15635,600,38
1604,47637,500,34
1605,8927,600,42
1606,78798,800,48
1607,44435,500,38
1608,94942,800,56
1609,15316,700,42
1610,52404,900,46
1611,13891,800,49
1612,92362,800,42
1613,79310,600,42
1614,8322,800,49
1615,29588,700,49
1616,31481,700,49
1617,88725,1100,46
1618,9640,900,52
1619,17715,600,42
1620,70787,600,46
1621,92141,1000,52
1622,11826,1900,46
1623,6123,900,56
1624,96938,700,46
1625,17562,700,46
1626,32747,800,53
1627,9912,900,53
1628,16361,600,42
1629,29168,800,52
1630,988,900,53
1631,93731,700,46
1632,67241,700,44
1633,1271,800,52
1634,29938,800,46
1635,20767,1000,52
1636,92914,800,49
1637,93079,500,46
1638,27806,500,42
1639,32382,700,46
1640,63773,600,38
1641,34630,700,53
1642,3189,700,50
1643,18352,800,53
1644,83016,900,53
1645,86827,700,46
1646,57976,600,42
1647,62938,700,46
1648,63299,600,42
1649,28238,700,46
1650,22862,600,42
1651,69999,700,42
1652,39784,600,46
1653,72126,600,46
1654,48557,700,38
1655,58894,800,45
1656,78312,600,42
1657,76542,500,46
1658,35479,600,42
1659,31383,800,49
1660,18207,700,49
1661,35277,500,42
1662,35233,500,48
1663,49739,800,48
1664,37481,600,49
1665,82512,700,46
1666,39343,600,42
1667,48031,500,38
1668,80527,600,38
1669,86847,800,52
1670,10203,800,53
1671,19612,900,52
1672,31193,700,49
1673,8041,900,53
1674,80085,600,38
1675,23255,700,46
1676,5000,800,52
1677,99812,800,49
1678,61476,800,38
1679,88936,800,53
1680,81051,700,44
1681,58549,600,44
1682,28011,700,46
1683,34857,1000,52
1684,7246,700,50
1685,69304,600,42
1686,73958,800,42
1687,64461,700,38
1688,36484,800,46
1689,93197,700,46
1690,37683,700,46
1691,29466,700,48
1692,66713,700,49
1693,5119,800,53
1694,71598,800,46
1695,72164,800,53
1696,47802,800,48
1697,5586,800,50
1698,4789,800,50
1699,17064,700,46
1700,19440,800,52
1701,31880,700,46
1702,19306,800,52
1703,80865,700,38
1704,15703,800,45
1705,46448,700,48
1706,97623,800,50
1707,32235,900,53
1708,10220,1800,46
1709,35885,800,42
1710,51243,700,44
1711,94898,1100,57
1712,27077,700,42
1713,19230,700,46
1714,1475,800,52
1715,76405,800,52
1716,1851,800,50
1717,60398,800,44
1718,27556,700,42
1719,41661,800,48
1720,2531,800,50
1721,26490,700,42
1722,54276,800,46
1723,54004,700,46
1724,99482,800,46
1725,91707,900,52
1726,15848,700,48
1727,28292,800,49
1728,15518,800,45
1729,54416,700,48
1730,98152,700,42
1731,76365,800,53
1732,28921,700,46
1733,22345,700,46
1734,34639,900,53
1735,1089,800,53
1736,56792,600,38
1737,29393,800,53
1738,57951,800,48
1739,13376,700,46
1740,32955,700,46
1741,99257,900,53
1742,25905,700,42
1743,69580,600,42
1744,97125,800,50
1745,7869,800,52
1746,7674,12100,46
1747,69576,1000,49
1748,26290,700,45
1749,58102,900,48
1750,29993,800,46
1751,17714,800,46
1752,94408,900,46
1753,79323,900,48
1754,40524,1000,53
1755,81369,900,52
1756,67527,700,48
1757,50773,800,42
1758,32498,900,52
1759,41597,800,48
1760,46746,600,42
1761,78430,900,48
1762,89708,900,52
1763,73986,800,46
1764,44207,600,42
1765,2804,900,53
1766,27885,600,46
1767,40752,600,52
1768,51171,500,42
1769,96831,900,52
1770,75921,800,48
1771,58123,700,48
1772,22678,900,46
1773,39069,700,46
1774,63993,600,34
1775,86026,1000,53
1776,15326,800,49
1777,46119,700,42
1778,61012,700,38
1779,42197,800,46
1780,37144,700,48
1781,1378,700,46
1782,78905,700,46
1783,5632,800,56
1784,28857,800,52
1785,35844,1000,49
1786,48624,600,42
1787,80574,800,42
1788,29218,800,53
1789,81728,800,46
1790,42577,800,46
1791,77220,900,53
1792,8562,700,46
1793,71088,3100,48
1794,33829,800,42
1795,84764,900,53
1796,73333,900,46
1797,73502,700,46
1798,18729,700,48
1799,88162,800,46
1800,61338,700,38
1801,43855,700,42
1802,55440,900,52
1803,84703,700,50
1804,3,800,46
1805,17548,800,53
1806,59464,700,44
1807,14111,700,42
1808,40885,800,46
1809,76911,900,52
1810,56309,700,44
1811,28177,800,46
1812,14128,700,48
1813,30982,800,48
1814,18425,800,53
1815,72251,800,52
1816,47640,700,46
1817,76391,900,48
1818,61173,800,44
1819,65879,800,44
1820,48945,700,42
1821,18545,800,46
1822,97769,900,52
1823,6029,900,56
1824,1898,900,57
1825,14010,700,42
1826,48791,700,42
1827,46606,800,46
1828,77776,700,42
1829,15290,700,48
1830,40646,800,46
1831,18603,800,46
1832,76707,800,48
1833,14899,600,46
1834,11746,700,46
1835,13424,900,52
1836,35397,800,42
1837,49947,700,38
1838,35329,800,42
1839,84481,700,46
1840,42638,700,52
1841,36552,600,42
1842,64257,700,42
1843,84303,800,50
1844,87582,900,46
1845,44856,700,48
1846,38604,900,49
1847,51286,700,42
1848,32650,800,49
1849,42713,900,53
1850,72285,800,52
1851,57590,700,38
1852,60535,700,42
1853,75899,800,48
1854,21821,900,46
1855,31244,700,50
1856,40517,700,46
1857,87024,800,52
1858,96038,800,53
1859,20621,900,53
1860,36962,700,46
1861,85469,900,53
1862,11305,800,52
1863,89535,800,48
1864,83552,600,46
1865,35489,700,45
1866,97770,800,50
1867,26739,700,42
1868,47232,800,42
1869,1470,800,52
1870,46409,700,42
1871,33122,800,48
1872,83309,600,46
1873,76232,700,48
1874,48188,800,42
1875,34499,600,46
1876,89926,1100,46
1877,7913,800,53
1878,81175,900,46
1879,47015,1500,46
1880,64275,800,48
1881,80815,500,42
1882,90894,700,49
1883,14897,800,53
1884,2681,600,50
1885,59699,600,38
1886,40913,700,42
1887,91765,900,46
1888,61544,800,44
1889,78407,900,46
1890,53558,900,46
1891,78540,900,48
1892,2001,1000,56
1893,69755,800,42
1894,60085,800,42
1895,26257,800,42
1896,83733,900,42
1897,57931,900,48
1898,7244,1100,57
1899,48348,900,42
1900,93689,1000,53
1901,55977,600,42
1902,43843,700,50
1903,60856,800,49
1904,42710,700,52
1905,23810,800,44
1906,78570,500,46
1907,28642,700,46
1908,18188,700,49
1909,92656,900,53
1910,79006,1000,52
1911,13792,700,49
1912,5111,900,57
1913,66780,900,49
1914,13706,700,46
1915,24060,700,42
1916,51834,700,42
1917,3949,700,53
1918,66826,600,42
1919,26172,600,42
1920,9367,800,50
1921,59154,700,44
1922,23307,900,53
1923,26560,800,49
1924,67872,700,42
1925,68679,700,42
1926,27503,700,44
1927,61879,700,38
1928,58728,700,42
1929,46439,800,46
1930,30956,800,49
1931,37885,800,46
1932,16691,700,46
1933,10863,700,50
1934,59540,800,45
1935,77237,1000,49
1936,99692,800,49
1937,78667,800,49
1938,85167,900,49
1939,92351,800,46
1940,63893,700,42
1941,4991,800,48
1942,98116,1000,53
1943,79031,800,52
1944,10585,800,56
1945,28468,800,46
1946,36695,800,46
1947,76874,1000,52
1948,94398,900,53
1949,84573,800,50
1950,38252,800,52
1951,49909,700,42
1952,52982,900,48
1953,75684,800,49
1954,14505,700,46
1955,43900,800,50
1956,2132,800,50
1957,11190,900,57
1958,39994,800,42
1959,14915,900,57
1960,98779,1000,52
1961,59848,700,45
1962,9870,800,46
1963,26668,800,46
1964,94162,1700,50
1965,25477,900,49
1966,21567,800,46
1967,6542,700,42
1968,16564,800,42
1969,48725,900,48
1970,74223,900,52
1971,13359,800,56
1972,10628,800,50
1973,75467,900,49
1974,80686,900,53
1975,58366,800,48
1976,28446,800,46
1977,31947,1000,53
1978,46935,700,52
1979,55439,800,52
1980,80041,600,46
1981,26870,800,49
1982,76538,800,49
1983,58548,700,45
1984,58472,800,42
1985,71987,800,46
1986,77333,900,48
1987,23188,700,52
1988,90192,1000,53
1989,47964,700,42
1990,54715,800,49
1991,55786,500,42
1992,89939,900,52
1993,71874,1000,53
1994,37622,700,46
1995,65245,900,45
1996,27963,800,52
1997,12062,900,57
1998,56777,800,45
1999,45463,800,48
2000,53330,700,46
2001,16758,800,50
2002,32366,800,50
2003,15077,900,57
2004,97086,800,57
2005,21256,1300,56
2006,10751,900,46
2007,12394,700,42
2008,79882,900,50
2009,96501,700,46
2010,42288,700,52
2011,70720,800,48
2012,96064,700,52
2013,77357,700,48
2014,36057,800,46
2015,27884,1100,56
2016,93043,900,53
2017,81139,800,46
2018,48977,900,48
2019,7325,700,48
2020,39000,800,48
2021,73804,900,53
2022,96053,800,52
2023,61889,700,44
2024,55540,800,44
2025,72618,1100,53
2026,80009,900,52
2027,12003,800,46
2028,92976,800,53
2029,80240,800,46
2030,20597,900,54
2031,35717,800,42
2032,15210,800,52
2033,1697,800,46
2034,11889,900,52
2035,32149,700,46
2036,27654,800,53
2037,51529,700,48
2038,75227,900,49
2039,32080,800,50
2040,7489,700,42
2041,59911,800,44
2042,15077,900,50
2043,11184,1000,53
2044,92069,1000,52
2045,28981,1100,57
2046,19948,1500,50
2047,38227,1000,53
2048,55257,900,53
2049,80854,800,46
2050,62658,700,42
2051,64650,700,42
2052,79056,900,52
2053,47995,900,49
2054,96749,800,46
2055,94266,900,50
2056,19074,800,50
2057,74898,800,46
2058,74665,900,53
2059,68178,800,46
2060,36343,1000,53
2061,74956,800,53
2062,85128,800,46
2063,82697,1000,49
2064,97279,900,52
2065,49225,900,46
2066,71930,900,53
2067,27924,900,54
2068,19552,800,56
2069,81955,700,46
2070,35048,700,42
2071,78306,800,46
2072,92295,800,52
2073,37715,1000,52
2074,41593,800,46
2075,26996,900,53
2076,40159,500,30
2077,35,1000,50
2078,70359,900,52
2079,81051,800,42
2080,33055,900,49
2081,81938,800,46
2082,70892,900,49
2083,56815,700,42
2084,8477,800,42
2085,9149,900,49
2086,65319,900,42
2087,79210,800,50
2088,86912,800,50
2089,3728,800,46
2090,15035,700,50
2091,21215,1100,56
2092,54196,800,46
2093,681,900,52
2094,1574,700,46
2095,27418,700,46
2096,62391,800,48
2097,99141,900,53
2098,48206,900,49
2099,77430,800,48
2100,79280,900,56
2101,57993,900,46
2102,24327,800,50
2103,2933,700,46
2104,53983,800,52
2105,16399,900,49
2106,73970,700,42
2107,38751,700,46
2108,29071,900,54
2109,13611,800,52
2110,60544,900,49
2111,6201,700,38
2112,55272,900,52
2113,48057,900,49
2114,916,1000,46
2115,97793,1100,56
2116,86338,700,46
2117,2469,1000,57
2118,54310,800,52
2119,44165,700,49
2120,72563,800,46
2121,37783,700,52
2122,81827,800,50
2123,99933,700,46
2124,34889,900,52
2125,90009,900,52
2126,53682,700,46
2127,62603,800,48
2128,48916,700,46
2129,32934,1700,46
2130,45938,700,48
2131,41325,800,49
2132,31962,900,53
2133,50832,700,48
2134,8703,600,38
2135,74940,900,52
2136,49102,800,49
2137,89614,1300,50
2138,52339,800,52
2139,1893,1000,57
2140,44795,800,48
2141,30753,800,50
2142,92264,900,53
2143,51458,700,42
2144,91066,800,46
2145,52193,700,46
2146,67740,800,48
2147,5588,800,49
2148,51715,800,46
2149,5288,700,46
2150,58638,900,49
2151,60446,700,49
2152,87935,500,42
2153,83067,700,52
2154,58757,500,38
2155,36161,700,46
2156,32572,600,46
2157,40273,500,42
2158,23888,800,46
2159,34768,700,46
2160,13658,800,46
2161,65441,500,34
2162,46856,600,46
2163,41839,600,42
2164,96355,600,50
2165,492,700,53
2166,38993,700,46
2167,35245,700,49
2168,25432,800,52
2169,62916,600,46
2170,35711,700,48
2171,28379,700,50
2172,1478,900,57
2173,36984,600,46
2174,80598,1000,53
2175,94408,900,46
2176,4471,700,46
2177,76989,900,53
2178,43274,800,52
2179,75898,900,48
2180,6468,700,42
2181,46778,400,26
2182,78276,900,53
2183,71083,700,42
2184,43432,800,50
2185,86000,800,50
2186,61190,700,42
2187,43838,1000,57
2188,54416,700,42
2189,43620,700,50
2190,77509,800,42
2191,8700,800,42
2192,51759,800,46
2193,82123,800,50
2194,19285,800,54
2195,60496,700,48
2196,47342,800,46
2197,95089,900,50
2198,62148,700,38
2199,40251,600,38
2200,21505,600,30
2201,17893,600,46
2202,22332,900,57
2203,11188,900,52
2204,58804,600,42
2205,76868,800,52
2206,44044,700,44
2207,21280,900,50
2208,75108,800,46
2209,2721,700,46
2210,46592,900,53
2211,17674,800,52
2212,58314,700,46
2213,7694,700,42
2214,80204,1900,53
2215,29247,900,50
2216,66002,800,48
2217,93162,1100,53
2218,83656,800,50
2219,82568,800,53
2220,45482,700,42
2221,56167,800,49
2222,45173,800,46
2223,50629,700,42
2224,37301,800,46
2225,20406,900,57
2226,11486,900,50
2227,5123,700,46
2228,73152,700,46
2229,13618,800,52
2230,65881,800,42
2231,3257,800,46
2232,36748,800,48
2233,28454,800,54
2234,84973,700,46
2235,58917,700,42
2236,55082,900,46
2237,80315,800,48
2238,12846,800,53
2239,52670,700,42
2240,77797,800,49
2241,6465,800,48
2242,21091,1000,54
2243,92373,600,30
2244,94936,800,56
2245,18073,800,42
2246,57417,600,42
2247,83437,900,50
2248,42368,800,46
2249,32222,800,50
2250,43920,900,56
2251,5940,700,46
2252,5484,700,46
2253,7790,600,38
2254,76131,800,45
2255,55549,600,42
2256,57266,700,48
2257,14904,900,53
2258,80773,900,52
2259,33244,700,46
2260,36411,900,52
2261,74084,900,46
2262,74935,900,53
2263,90013,900,52
2264,15966,800,48
2265,50969,800,46
2266,48534,800,46
2267,49569,800,46
2268,45035,800,46
2269,36911,1000,52
2270,28161,1100,57
2271,84342,1000,57
2272,89949,900,53
2273,81586,1200,50
2274,87512,1000,52
2275,17009,900,48
2276,34738,700,46
2277,96591,900,52
2278,68960,700,46
2279,27979,900,54
2280,29271,800,54
2281,8702,900,49
2282,93091,1000,53
2283,65365,800,42
2284,83068,900,53
2285,98156,800,46
2286,18740,900,50
2287,27834,800,50
2288,31592,1000,53
2289,84804,900,50
2290,71312,700,46
2291,75568,800,46
2292,80869,800,46
2293,75962,700,42
2294,15616,800,42
2295,26585,900,50
2296,71739,700,46
2297,3060,1900,57
2298,31643,800,42
2299,10780,800,48
2300,20603,1000,61
2301,74581,900,52
2302,92136,1000,50
2303,33979,1000,53
2304,25169,900,53
2305,86662,700,42
2306,14657,700,46
2307,69010,900,52
2308,24989,800,50
2309,91651,800,50
2310,29844,800,54
2311,47435,800,46
2312,56187,800,48
2313,56640,800,42
2314,60643,900,48
2315,25728,900,52
2316,5758,800,46
2317,6358,800,42
2318,91947,700,50
2319,75182,700,46
2320,61179,900,49
2321,3374,800,50
2322,96865,700,46
2323,68690,900,48
2324,9249,900,48
2325,15305,800,49
2326,3032,1100,57
2327,81507,1100,50
2328,53863,900,52
2329,97994,800,50
2330,14208,700,50
2331,68299,800,46
2332,34558,800,48
2333,22752,700,50
2334,92488,800,49
2335,39491,800,46
2336,65702,700,44
2337,12851,900,53
2338,98692,900,53
2339,54858,1000,53
2340,65660,700,45
2341,31434,900,53
2342,61865,1000,45
2343,26338,700,46
2344,62352,700,42
2345,37783,800,46
2346,43477,700,50
2347,91272,900,53
2348,52820,900,49
2349,64768,800,49
2350,49357,800,53
2351,68430,1000,46
2352,29297,1000,60
2353,58699,900,48
2354,70334,900,53
2355,2358,800,46
2356,86644,800,46
2357,61477,700,44
2358,90948,1000,52
2359,91053,900,53
2360,3878,1000,52
2361,84079,1000,57
2362,85321,800,46
2363,37249,800,52
2364,56185,900,49
2365,63493,700,42
2366,27045,900,53
2367,45025,900,53
2368,50013,800,42
2369,47980,700,42
2370,62020,800,42
2371,98800,900,53
2372,98899,700,53
2373,4600,900,50
2374,30789,1100,57
2375,22021,800,50
2376,8025,600,46
2377,94679,800,46
2378,17310,800,53
2379,25057,800,50
2380,45572,1600,49
2381,99325,700,46
2382,48765,900,49
2383,14702,900,52
2384,78092,700,49
